Ticker,Description,Last,Change,%,Change,Rating,Volume,Market,Capitalization,Price,to,Earnings,Ratio,(TTM),Basic,EPS,(TTM),Number,of,Employees,Sector
INFN,Infinera,Corporation,8.44,1.07784431,0.09,Neutral,7023588,1760520650.05917,,-0.6506,3050,Electronic,Technology,,,,,,,,
INFO,IHS,Markit,Ltd.,123.83,2.49130939,3.01,Strong,Buy,9229035,49360157666.7689,79.46802344,1.5649,16000,Technology,Services,,,,,,
INFU,"InfuSystems Holdings, Inc.",13.62,-0.72886297,-0.1,Sell,275081,280142817.09145,19.38040346,0.7452,292,Health,Technology,,,,,,,,,
INGN,"Inogen, Inc",48.4,-2.32088799,-1.15,Strong,Sell,1073391,1094368977.33634,,-0.1152,938,Health,Technology,,,,,,,,
INGR,Ingredion,Incorporated,89.69,4.02458826,3.47,Buy,1024841,6007027777.54053,43.35929797,2.0739,12000,Process,Industries,,,,,,,,
INMB,INmune,Bio,Inc.,18.335,-14.32242991,-3.065,Buy,2647267,327127404.632016,,-1.3651,5,Health,Technology,,,,,,,
INMD,InMode,Ltd.,139.5322,2.49169972,3.3922,Buy,4445696,5328853755.16697,44.4881365,3.2963,311,Health,Technology,,,,,,,,
INN,"Summit Hotel Properties, Inc.",9.305,5.37938845,0.475,Buy,5682075,978633905,,-1.3659,46,Finance,,,,,,,,,,
INNV,InnovAge,Holding,Corp.,13.895,-7.05685619,-1.055,Sell,420993,1883001942.55512,,-0.2867,,Technology,Services,,,,,,,
INO,"Inovio Pharmaceuticals, Inc.",7.75,-2.51572327,-0.2,Sell,13467381,1630265917.66843,,-0.675,262,Health,Technology,,,,,,,,,
INOV,"Inovalon Holdings, Inc.",40.465,0.03708282,0.015,Buy,3930692,6105548673.65287,152.18702866,0.2654,1836,Technology,Services,,,,,,,,,
INPX,Inpixon,0.9127,-8.73,-0.0873,Strong,Sell,8472216,107088206.133674,,-0.3605,190,Technology,Services,,,,,,,,
INSE,"Inspired Entertainment, Inc.",11.645,-0.80919932,-0.095,Buy,443833,272245114.006071,,-2.254,1500,Technology,Services,,,,,,,,,
INSG,Inseego,Corp.,7.64,-6.25766871,-0.51,Sell,4148033,788300629.46684,,-0.5145,1015,Electronic,Technology,,,,,,,,
INSM,"Insmed, Inc.",26.9,-0.92081031,-0.25,Sell,2227869,3100135246.06729,,-3.5857,521,Health,Technology,,,,,,,,,
INSP,"Inspire Medical Systems, Inc.",241.59,1.88941841,4.48,Buy,574479,6588545302.05653,,-1.7424,317,Health,Technology,,,,,,,,,
INSW,"International Seaways, Inc.",17.55,0.51546392,0.09,Sell,1061731,889335629.771187,,-4.8293,764,Transportation,,,,,,,,,,
INT,World,Fuel,Services,Corporation,32.97,0.8873929,0.29,Buy,1141981,2093669417.85753,18.30970315,1.8142,4300,Distribution,Services,,,,,,
INTC,Intel,Corporation,54.72,1.63447251,0.88,Neutral,74679434,221999035698.444,12.25651516,4.5302,110600,Electronic,Technology,,,,,,,,
INTT,inTest,Corporation,12.89,-0.92236741,-0.12,Buy,229772,138990066.248632,27.79830472,0.4716,204,Electronic,Technology,,,,,,,,
INTU,Intuit,Inc.,573.08,1.00461772,5.7,Buy,3953564,156503530391.197,76.31592989,7.5815,13500,Technology,Services,,,,,,,,
INTZ,Intrusion,Inc.,4.03,-5.39906103,-0.23,Strong,Sell,929936,71026761.2192771,,-0.8326,63,Electronic,Technology,,,,,,,
INUV,"Inuvo, Inc.",0.69,-6.2117711,-0.0457,Sell,3019057,81934191.3852814,,-0.0726,71,Technology,Services,,,,,,,,,
INVA,"Innoviva, Inc.",15.16,-2.38248551,-0.37,Buy,2123725,1053537745.65269,6.06513054,2.7447,5,Health,Technology,,,,,,,,,
INVE,"Identiv, Inc.",19,-4.47461036,-0.89,Buy,1050975,421043094.407159,,-0.0423,326,Electronic,Technology,,,,,,,,,
INVH,Invitation,Homes,Inc.,40.69,0.99280218,0.4,Buy,16370972,23290006617,143.16087881,0.2829,1149,Finance,,,,,,,,
INVZ,Innoviz,Technologies,Ltd.,6.4,-6.56934307,-0.45,Sell,2403081,846854221.772152,,-1.8386,4,Producer,Manufacturing,,,,,,,
IO,Ion,Geophysical,Corporation,1.52,3.40136054,0.05,Sell,17254508,45048966.56,,-3.4365,428,Technology,Services,,,,,,,
IONS,"Ionis Pharmaceuticals, Inc.",36.42,0.91438071,0.33,Sell,4510597,5140599291.1526,,-3.863,757,Health,Technology,,,,,,,,,
IOSP,Innospec,Inc.,87.17,-2.38521837,-2.13,Sell,239758,2148034920.11002,26.5516503,3.2968,1900,Process,Industries,,,,,,,,
IOVA,"Iovance Biotherapeutics, Inc.",23.75,4.30390865,0.98,Neutral,6346751,3682010050.40574,,-1.907,241,Health,Technology,,,,,,,,,
IP,International,Paper,Company,58.08,-0.46272494,-0.27,Neutral,7103690,22699674496.2375,20.1453357,2.9001,49300,Process,Industries,,,,,,,
IPDN,"Professional Diversity Network, Inc.",1.3663,-11.27922078,-0.1737,Sell,1666452,20589438.0485507,,-0.1869,39,Technology,Services,,,,,,,,,
IPG,"Interpublic Group of Companies, Inc. (The)",37.11,2.62721239,0.95,Buy,11586435,14607245887.0714,19.97772001,1.9092,50200,Commercial,Services,,,,,,,,,
IPGP,IPG,Photonics,Corporation,171.98,-0.29566931,-0.51,Sell,691975,9200405456.5081,41.72681037,4.176,6060,Electronic,Technology,,,,,,,
IPI,"Intrepid Potash, Inc",29,-0.24079807,-0.07,Sell,334877,390164842.732167,36.71855696,0.8407,440,Non-Energy,Minerals,,,,,,,,,
IPOD,Social,Capital,Hedosophia,Holdings,Corp.,IV,10.0401,-0.09850746,-0.0099,Sell,710341,577305747.99998,33.4109817,0.3168,,Finance,,,,,
IPOF,Social,Capital,Hedosophia,Holdings,Corp.,VI,10.0899,-1.27299413,-0.1301,Sell,4487736,1450423098.29144,,-0.1983,,Finance,,,,,
IPWR,Ideal,Power,Inc.,15.37,-0.45336788,-0.07,Buy,126237,90253345.0924092,,-1.908,5,Electronic,Technology,,,,,,,
IQ,"iQIYI, Inc.",8.985,-6.30865485,-0.605,Sell,19789912,6969385682,,-1.0635,7721,Technology,Services,,,,,,,,,
IQV,"IQVIA Holdings, Inc.",257.98,-0.96737044,-2.52,Buy,2164838,49432151838.3931,83.02559327,3.1698,70000,Health,Services,,,,,,,,,
IR,Ingersoll,Rand,Inc.,54.515,-0.39283757,-0.215,Buy,11313678,22904739585.3418,40.99314047,1.3657,15900,Producer,Manufacturing,,,,,,,
IRBT,iRobot,Corporation,80.575,-3.41045313,-2.845,Sell,1457277,2260211285.12251,20.62279822,3.9658,1209,Consumer,Durables,,,,,,,,
IRDM,Iridium,Communications,Inc,44.371,-6.13285382,-2.899,Buy,2605563,5854069716.097,,-0.0987,516,Communications,,,,,,,,
IRM,Iron,Mountain,Incorporated,(Delaware),44.85,-4.61505742,-2.17,Buy,6465901,13045976856,21.54397706,2.1006,25600,Finance,,,,,,,
IRNT,"IronNet, Inc.",46.592,116.00370885,25.022,Strong,Buy,119904512,3933463044.35033,,-0.6562,,Finance,,,,,,,,,
IRT,"Independence Realty Trust, Inc.",20.4,3.44827586,0.68,Buy,2893432,2126013360,104.14078675,0.1952,444,Finance,,,,,,,,,,
IRTC,"iRhythm Technologies, Inc.",62.25,29.36408978,14.13,Sell,6979426,1830359068.36447,,-2.0449,1157,Health,Technology,,,,,,,,,
IRWD,"Ironwood Pharmaceuticals, Inc.",12.18,-0.16393443,-0.02,Neutral,5693055,1984061362.94293,3.87301384,3.1495,232,Health,Technology,,,,,,,,,
IS,ironSource,Ltd.,12.35,7.29800174,0.84,Strong,Buy,11047638,12505822406.0113,,,,Technology,Services,,,,,,,
ISBC,"Investors Bancorp, Inc.",14.235,2.04301075,0.285,Buy,6587798,3524810142.56448,11.50478353,1.2366,1874,Finance,,,,,,,,,,
ISEE,"IVERIC bio, Inc.",16.36,15.86402266,2.24,Strong,Buy,52522809,1701593846.30467,,-1.1585,57,Health,Technology,,,,,,,,
ISR,"IsoRay, Inc.",0.661101,-6.76900296,-0.047999,Sell,3762068,93522832.5185799,,-0.0444,53,Health,Technology,,,,,,,,,
ISRG,"Intuitive Surgical, Inc.",1031.015,0.73719796,7.545,Buy,2018408,122681245809.631,78.10431639,13.752,8081,Health,Technology,,,,,,,,,
ISUN,"iSun, Inc.",8.82,-6.17021277,-0.58,Sell,359961,80154102,,-0.5259,150,Industrial,Services,,,,,,,,,
IT,"Gartner, Inc.",316.02,0.75240706,2.36,Buy,1596046,26434678172.9051,48.84201119,6.5504,15600,Technology,Services,,,,,,,,,
ITCI,Intra-Cellular,Therapies,Inc.,34.27,3.09867629,1.03,Buy,1320244,2787576421.07619,,-3.0475,383,Health,Technology,,,,,,,
ITGR,Integer,Holdings,Corporation,92.23,-1.89341559,-1.78,Neutral,405842,3043595197.22888,31.90810903,2.938,7500,Producer,Manufacturing,,,,,,,
ITI,"Iteris, Inc.",5.46,-4.21052632,-0.24,Sell,366567,230857654.911071,640.69767442,0.0093,415,Electronic,Technology,,,,,,,,,
ITOS,"iTeos Therapeutics, Inc.",28.445,3.28612927,0.905,Buy,686112,1001541485.07618,,-1.8966,62,Health,Technology,,,,,,,,,
ITP,"IT Tech Packaging, Inc.",0.4082,-6.09615827,-0.0265,Sell,6786592,40432167.6681482,,-0.2066,333,Process,Industries,,,,,,,,,
ITRI,"Itron, Inc.",78.27,-0.77332657,-0.61,Sell,1038154,3540597186.58047,,-0.5264,6749,Electronic,Technology,,,,,,,,,
ITRM,Iterum,Therapeutics,plc,0.605,-6.75092478,-0.0438,Sell,9321583,110579043.862846,,-1.595,7,Health,Technology,,,,,,,
ITT,ITT,Inc.,89.9,0.22296544,0.2,Neutral,1673984,7740389836.67144,121.92240569,0.7539,9700,Producer,Manufacturing,,,,,,,,
ITW,Illinois,Tool,Works,Inc.,218.19,-0.2696773,-0.59,Neutral,3184952,68722824192.8215,26.19775618,8.441,43000,Producer,Manufacturing,,,,,,
IVAC,"Intevac, Inc.",4.8,-3.80761523,-0.19,Sell,175997,118012728.96,,-0.4917,269,Electronic,Technology,,,,,,,,,
IVAN,Ivanhoe,Capital,Acquisition,Corp.,9.92,-0.40160643,-0.04,Sell,1418604,342240006,,-0.2595,,Finance,,,,,,,
IVC,Invacare,Corporation,5.91,7.84671533,0.43,Sell,8262597,206875813.895,,-1.0731,3400,Health,Technology,,,,,,,,
IVR,INVESCO,MORTGAGE,CAPITAL,INC,3.0726,1.74172185,0.0526,Sell,10184547,892216705,4.44124009,0.6935,,Finance,,,,,,,
IVZ,Invesco,Ltd,25.08,1.95121951,0.48,Buy,13016568,11571705613.6861,11.43023308,2.2496,8512,Finance,,,,,,,,,
IZEA,"IZEA Worldwide, Inc.",2.095,-7.7092511,-0.175,Sell,2430973,129605695.40625,,-0.0854,107,Technology,Services,,,,,,,,,
J,Jacobs,Engineering,Group,Inc.,133.85,0.39753975,0.53,Neutral,1663407,17442583423.207,40.02236544,3.4288,55000,Industrial,Services,,,,,,
JACK,Jack,In,The,Box,Inc.,100.52,-0.03977725,-0.04,Sell,1065978,2178423897.93871,13.91330832,7.2463,5200,Consumer,Services,,,,,
JAKK,"JAKKS Pacific, Inc.",12.69,-1.47515528,-0.19,Buy,305746,125328979.013578,,-1.1807,626,Consumer,Durables,,,,,,,,,
JAMF,Jamf,Holding,Corp.,38.04,-2.00927357,-0.78,Buy,7409822,4513575969.33087,,-0.2876,1496,Technology,Services,,,,,,,
JAN,JanOne,Inc.,6.5427,-3.07111111,-0.2073,Sell,255343,15750960.9942114,,-3.8608,179,Industrial,Services,,,,,,,,
JAX,"J. Alexander's Holdings, Inc.",13.95,0,0,Buy,227261,210364488.916786,26.72033736,0.5291,3200,Consumer,Services,,,,,,,,,
JAZZ,Jazz,Pharmaceuticals,plc,131,-2.68182156,-3.61,Sell,2898867,8038680110.32282,141.05686752,1.0999,1940,Health,Technology,,,,,,,
JBGS,JBG,SMITH,Properties,30.055,2.40204429,0.705,Sell,2414742,3909408837,,,1050,Finance,,,,,,,,
JBHT,"J.B. Hunt Transport Services, Inc.",171.71,-1.19116124,-2.07,Buy,1949152,18063210830.753,30.70043911,5.6645,30309,Transportation,,,,,,,,,,
JBI,"Janus International Group, Inc.",13.7,-2.97450425,-0.42,Neutral,2771303,1895864186.72636,,-1.4078,2,Non-Energy,Minerals,,,,,,,,,
JBL,Jabil,Inc.,63.27,0.52430887,0.33,Buy,2344386,9226640035.84671,16.29233881,3.9382,240000,Electronic,Technology,,,,,,,,
JBLU,JetBlue,Airways,Corporation,15.375,4.73433243,0.695,Sell,21238913,4889590656.96858,,-3.3633,,Transportation,,,,,,,,
JBT,John,Bean,Technologies,Corporation,146.01,-3.26619849,-4.93,Buy,528555,4638322449.95442,44.80330629,3.275,6200,Producer,Manufacturing,,,,,,
JCI,Johnson,Controls,International,plc,75.415,0.45957107,0.345,Buy,13165124,53712388918.877,30.41384016,2.5052,97000,Producer,Manufacturing,,,,,,
JCOM,"j2 Global, Inc.",137.58,2.1077631,2.84,Buy,1104452,6631932715.40775,30.54609,4.7204,4700,Technology,Services,,,,,,,,,
JCS,"Communications Systems, Inc.",8.005,19.29955291,1.295,Strong,Buy,31803232,77791100.6746914,,-0.4088,150,Electronic,Technology,,,,,,,,
JEF,Jefferies,Financial,Group,Inc.,36.625,0.01365374,0.005,Buy,5782183,9047744855.9006,6.548799,5.7072,4945,Finance,,,,,,,
JELD,"JELD-WEN Holding, Inc.",26.17,-0.79605762,-0.21,Sell,3462559,2410693213.15989,17.18616145,1.5455,23000,Non-Energy,Minerals,,,,,,,,,
JFIN,Jiayin,Group,Inc.,3.67,-5.65552699,-0.22,Strong,Sell,949652,192869246,4.23990499,0.842,894,Finance,,,,,,,
JFU,9F,Inc.,1.6659,-13.234375,-0.2541,Strong,Sell,1311424,362249006,,-1.6408,1091,Technology,Services,,,,,,,
JG,Aurora,Mobile,Limited,1.88,-2.08333333,-0.04,Sell,2105848,211067048,,-0.2617,568,Technology,Services,,,,,,,
JHG,Janus,Henderson,Group,plc,42.43,0.35477767,0.15,Buy,3264750,7312810033.29979,12.79149828,3.3513,2053,Finance,,,,,,,
JILL,"J. Jill, Inc.",17.01,-3.89830508,-0.69,Sell,199571,169837967.103896,,-9.4047,2912,Retail,Trade,,,,,,,,,
JKHY,"Jack Henry & Associates, Inc.",170.89,1.09441552,1.85,Buy,1269518,12648252722.5054,41.28939758,4.1213,6714,Technology,Services,,,,,,,,,
JKS,JinkoSolar,Holding,Company,Limited,47.07,0.04250797,0.02,Neutral,6856415,2322440551,110.1039783,0.4938,24361,Producer,Manufacturing,,,,,,
JLL,Jones,Lang,LaSalle,Incorporated,242.78,3.11756711,7.34,Buy,751099,12309352142.6652,18.35229394,13.3432,90800,Finance,,,,,,,
JMIA,Jumia,Technologies,AG,19.22,-0.87674059,-0.17,Sell,14671121,1927484942,,-1.9132,4067,Technology,Services,,,,,,,
JNCE,"Jounce Therapeutics, Inc.",7.53,18.58267717,1.18,Buy,3458807,385777189.005155,,-0.4851,128,Health,Technology,,,,,,,,,
JNJ,Johnson,&,Johnson,164.91,-1.23375457,-2.06,Sell,22370346,434122590863.728,24.87107396,6.7499,134500,Health,Technology,,,,,,,
JNPR,"Juniper Networks, Inc.",28.035,0.73661516,0.205,Buy,9516338,9115631164.75829,45.27114267,0.6289,9950,Technology,Services,,,,,,,,,
JOAN,"JOANN, Inc.",11.22,7.78097983,0.81,Neutral,3736679,473034055.416285,,,,Process,Industries,,,,,,,,,
JOB,GEE,Group,Inc.,0.48,-5.38143111,-0.0273,Sell,6617411,54768220.2483688,,-0.8366,258,Commercial,Services,,,,,,,
JOBS,"51job, Inc.",71.405,-2.13130482,-1.555,Sell,971945,4793807031,34.90450238,2.0627,8875,Technology,Services,,,,,,,,,
JOBY,"Joby Aviation, Inc.",8.78,-5.59139785,-0.52,Strong,Sell,16975441,5302136133.09135,17.48296422,0.4696,,Finance,,,,,,,,,
JOE,St.,Joe,Company,(The),43.61,1.37145514,0.59,Neutral,437151,2567868055.34288,46.40522876,0.9333,48,Finance,,,,,,,
JPM,JP,Morgan,Chase,&,Co.,158.71,0.85790544,1.35,Buy,39489799,474250134428.445,10.54800824,15.0202,255351,Finance,,,,,,
JRVR,"James River Group Holdings, Ltd.",33.12,-3.6088475,-1.24,Sell,791752,1234572280.76066,,-2.5651,683,Finance,,,,,,,,,,
JT,Jianpu,Technology,Inc.,1.48,-9.75609756,-0.16,Sell,438967,32335305,,,,Technology,Services,,,,,,,
JUPW,"Jupiter Wellness, Inc.",1.5639,-5.21818182,-0.0861,Strong,Sell,1689251,35856263.8002532,,-1.0766,5,Consumer,Non-Durables,,,,,,,,
JW.A,"John Wiley & Sons, Inc.",56.87,0.79758951,0.45,Neutral,650244,3169220069.59836,22.17152579,2.6058,7400,Consumer,Services,,,,,,,,,
JWN,"Nordstrom, Inc.",28.415,7.14555053,1.895,Sell,15342183,4515793694.13481,,0.0013,62000,Retail,Trade,,,,,,,,,
JWSM,Jaws,Mustang,Acquisition,Corp.,9.77,0.20512821,0.02,Neutral,1630043,1263993780.03074,,,,Finance,,,,,,,
JYNT,The,Joint,Corp.,105.61,-0.23616097,-0.25,Buy,575751,1518258266.02918,90.96746575,1.219,225,Health,Services,,,,,,,
K,Kellogg,Company,63.589,1.3532037,0.849,Sell,6898767,21676153012.8626,16.91782092,3.8009,31000,Consumer,Non-Durables,,,,,,,,
KAHC,KKR,Acquisition,Holdings,I,Corp.,9.74,0.20576132,0.02,Buy,1746924,1680150038.92008,,,,Finance,,,,,,
KALA,"Kala Pharmaceuticals, Inc.",3.09,-4.33436533,-0.14,Sell,2901990,200760693.983766,,-2.104,188,Health,Technology,,,,,,,,,
KALU,Kaiser,Aluminum,Corporation,115.56,-3.65182591,-4.38,Sell,243329,1832760860.46212,,-0.7314,2575,Non-Energy,Minerals,,,,,,,
KALV,"KalVista Pharmaceuticals, Inc.",19.27,-4.6039604,-0.93,Sell,593167,470917645.286234,,-2.3945,70,Health,Technology,,,,,,,,,
KAMN,Kaman,Corporation,34.77,-4.58287596,-1.67,Sell,633730,967882952.300395,,-1.8112,3193,Electronic,Technology,,,,,,,,
KAR,"KAR Auction Services, Inc",16.07,1.70886076,0.27,Sell,4608967,1915290616.64134,58.16831683,0.2855,10000,Commercial,Services,,,,,,,,,
KBAL,"Kimball International, Inc.",11.8,-0.58972199,-0.07,Sell,642453,432580532.096635,58.47628658,0.2011,2196,Consumer,Durables,,,,,,,,,
KBH,KB,Home,42.3199,1.90199856,0.7899,Neutral,4141836,3899486806.4232,9.24622214,4.6251,1776,Consumer,Durables,,,,,,,,
KBNT,"Kubient, Inc.",3.43,2.69461078,0.09,Sell,297048,48887399.5852941,,-1.4777,28,Technology,Services,,,,,,,,,
KBR,"KBR, Inc.",39.08,-0.43312102,-0.17,Buy,2215340,5501828364.39152,,-0.2447,29000,Technology,Services,,,,,,,,,
KBSF,KBS,Fashion,Group,Limited,3.11,-18.79895561,-0.72,Sell,2188501,13165476.6111111,,,244,Consumer,Non-Durables,,,,,,
KC,Kingsoft,Cloud,Holdings,Limited,30.855,-8.71301775,-2.945,Sell,4629758,6841482478,,-0.1799,2166,Technology,Services,,,,,,
KCAC,Kensington,Capital,Acquisition,Corp.,II,9.91,0,0,Sell,321985,284912496.987842,,,,Finance,,,,,,
KDMN,"Kadmon Holdings, Inc.",8.82,-2.97029703,-0.27,Buy,43918772,1528786395.81818,,-0.6641,127,Health,Technology,,,,,,,,,
KDNY,"Chinook Therapeutics, Inc.",12.4406,-4.81560826,-0.6294,Strong,Sell,863916,557335607.73312,,-7.5701,105,Health,Technology,,,,,,,,
KDP,Keurig,Dr,Pepper,Inc.,35.48,1.86620729,0.65,Strong,Buy,10777588,50298254914.6618,30.7038835,1.1656,27000,Consumer,Non-Durables,,,,,
KELYA,"Kelly Services, Inc.",20.31,6.50235973,1.24,Sell,537378,799570525.95729,9.02005934,2.2656,7100,Commercial,Services,,,,,,,,,
KERN,Akerna,Corp.,2.988,-10.53892216,-0.352,Strong,Sell,11751252,77477922.8225165,,-1.5504,136,Technology,Services,,,,,,,
KEX,Kirby,Corporation,52.58,2.27582182,1.17,Sell,1187715,3160531371.35917,56.50648522,0.9416,5400,Transportation,,,,,,,,,
KEY,KeyCorp,21.01,5.7372924,1.14,Buy,42290419,20093336162.1719,9.05679907,2.3396,,Finance,,,,,,,,,,
KEYS,Keysight,Technologies,Inc.,179.31,-0.46075275,-0.83,Buy,3170372,33028157133.8429,40.55628302,4.4772,13900,Electronic,Technology,,,,,,,
KFY,Korn,Ferry,73.46,0.76817558,0.56,Buy,1034315,4004011621.90958,18.44122975,4.0671,7889,Commercial,Services,,,,,,,,
KHC,The,Kraft,Heinz,Company,36.545,0.59179741,0.215,Sell,17621445,44708682527.0153,20.58305393,1.7702,38000,Consumer,Non-Durables,,,,,,
KIM,Kimco,Realty,Corporation,22.19,5.06628788,1.07,Buy,17900286,13410039683,24.16077739,0.9092,484,Finance,,,,,,,,
KIRK,"Kirkland's, Inc.",19.12,-6.36630754,-1.3,Sell,1245123,257675142.326064,8.25228159,2.4813,4700,Retail,Trade,,,,,,,,,
KKR,KKR,&,Co.,Inc.,66.4267,5.84241555,3.6667,Buy,15258999,38728827363.0585,7.17808584,9.5256,1583,Finance,,,,,,,
KLAC,KLA,Corporation,371.885,6.08009813,21.315,Strong,Buy,4851991,56800655242.373,27.43820913,13.5,11300,Electronic,Technology,,,,,,,
KLDO,"Kaleido Biosciences, Inc.",5.36,-3.07414105,-0.17,Strong,Sell,421639,228215544.460967,,-2.349,82,Health,Technology,,,,,,,,
KLIC,"Kulicke and Soffa Industries, Inc.",68.845,-4.85765616,-3.515,Buy,2817180,4266222250.57939,17.99878284,4.0192,2544,Producer,Manufacturing,,,,,,,,,
KLR,"Kaleyra, Inc.",10.96,-5.43572045,-0.63,Sell,884681,452728386.104876,,-0.8126,350,Communications,,,,,,,,,,
KLXE,"KLX Energy Services Holdings, Inc.",5.08,-15.19198664,-0.91,Sell,545325,45109771.047619,,-15.6441,1270,Industrial,Services,,,,,,,,,
KMB,Kimberly-Clark,Corporation,136.39,-0.48157607,-0.66,Buy,6851213,45930982199.8599,23.32652366,5.8987,46000,Consumer,Non-Durables,,,,,,,,
KMI,"Kinder Morgan, Inc.",16.205,1.47150908,0.235,Sell,58403849,36697557848.391,21.84582555,0.7498,10524,Industrial,Services,,,,,,,,,
KMPH,"KemPharm, Inc.",8.83,-4.84913793,-0.45,Sell,1511968,310407613.501134,,-4.6101,22,Health,Technology,,,,,,,,,
KMPR,Kemper,Corporation,65.335,0.79450787,0.515,Sell,799246,4157061727.67612,15.96570224,4.2677,9500,Finance,,,,,,,,,
KMT,Kennametal,Inc.,36.27,0.52660754,0.19,Sell,2073339,3040971985.08717,58.10536189,0.649,8635,Producer,Manufacturing,,,,,,,,
KMX,CarMax,Inc,139.14,3.42674496,4.61,Strong,Buy,2821711,22670783647.7415,19.25545391,7.2183,26889,Retail,Trade,,,,,,,
KN,Knowles,Corporation,18.985,-0.6541078,-0.125,Sell,2735162,1746363785.04348,27.51116876,0.7076,7000,Electronic,Technology,,,,,,,,
KNBE,"KnowBe4, Inc.",25.21,-4.93966817,-1.31,Neutral,2428446,4272879913.53744,,-0.0955,1014,Technology,Services,,,,,,,,,
KNDI,"Kandi Technologies Group, Inc.",4.4966,-2.67099567,-0.1234,Strong,Sell,3184688,341336492.07457,20.57220708,0.2202,638,Consumer,Durables,,,,,,,,
KNOP,KNOT,Offshore,Partners,LP,18.31,1.38427464,0.25,Buy,199207,613833615.920022,,2.0005,640,Transportation,,,,,,,
KNSA,"Kiniksa Pharmaceuticals, Ltd.",11.845,-4.47580645,-0.555,Strong,Sell,1108516,811655740.856486,,-2.7855,168,Health,Technology,,,,,,,,
KNSL,"Kinsale Capital Group, Inc.",161.475,-2.45559986,-4.065,Sell,299373,3682532914.375,30.98177655,5.3401,335,Finance,,,,,,,,,,
KNTE,Kinnate,Biopharma,Inc.,24.14,0.91973244,0.22,Buy,673804,1054338720.9162,,,31,Health,Technology,,,,,,,
KNX,Knight-Swift,Transportation,Holdings,Inc.,52.55,1.4087225,0.73,Buy,6089062,8722036159.56155,16.2757005,3.2617,22700,Transportation,,,,,,,
KO,Coca-Cola,Company,(The),55.46,-0.26973566,-0.15,Neutral,60517089,239587204579.321,29.95283019,1.8765,80300,Consumer,Non-Durables,,,,,,,
KOD,Kodiak,Sciences,Inc,96.27,-0.12449424,-0.12,Buy,595288,4955456796.45578,,-3.8315,72,Health,Technology,,,,,,,
KODK,Eastman,Kodak,Company,7.135,1.92857143,0.135,Sell,6001829,560623024.438395,,-6.4174,4500,Electronic,Technology,,,,,,,
KOP,Koppers,Holdings,Inc.,Koppers,Holdings,Inc.,31.3076,-1.42443325,-0.4524,Neutral,307546,668084323.025819,6.22613055,5.2391,2061,Process,Industries,,,,
KOPN,Kopin,Corporation,5.65,-3.58361775,-0.21,Sell,3436880,516919640.017731,,-0.0869,160,Electronic,Technology,,,,,,,,
KOS,Kosmos,Energy,Ltd.,2.48,6.43776824,0.15,Sell,16333111,1013016789.29134,,-0.4355,252,Energy,Minerals,,,,,,,
KOSS,Koss,Corporation,17.98,-4.46333688,-0.84,Sell,818951,155953242.329171,295.14237856,0.0661,35,Consumer,Durables,,,,,,,,
KPLT,"Katapult Holdings, Inc.",6.1748,-4.26666667,-0.2752,Sell,56049167,597854121.126585,,-1.1817,2,Technology,Services,,,,,,,,,
KPTI,Karyopharm,Therapeutics,Inc.,5.7,-1.55440415,-0.09,Sell,5672924,430334375.176056,,-2.8002,432,Health,Technology,,,,,,,
KR,Kroger,Company,(The),40.965,-3.99578158,-1.705,Buy,37102956,30610605053.7354,27.3872193,1.527,465000,Retail,Trade,,,,,,,
KRA,Kraton,Corporation,41.95,3.24883091,1.32,Buy,1076104,1348614370.50681,,-11.19,1808,Process,Industries,,,,,,,,
KRBP,"Kiromic BioPharma, Inc.",3.455,-4.55801105,-0.165,Sell,585277,53337217.5912921,,-2.0279,19,Health,Technology,,,,,,,,,
KRC,Kilroy,Realty,Corporation,65.78,3.39515876,2.16,Sell,2827173,7706641245,11.59576727,5.6738,252,Finance,,,,,,,,
KREF,KKR,Real,Estate,Finance,Trust,Inc.,21.415,1.9276535,0.405,Strong,Buy,1262521,1185078318,10.01128032,2.1331,,Finance,,,,
KRG,Kite,Realty,Group,Trust,21.065,5.74799197,1.145,Strong,Buy,2167706,1757269528,135.02274204,0.1529,113,Finance,,,,,,
KRKR,36Kr,Holdings,Inc.,1.79,-5.29100529,-0.1,Sell,142917,70940822,,-0.6662,522,Technology,Services,,,,,,,
